0, 1950.0, 1268
1, 2060.0, 1610
2, 340.0, 994
3, 3010.0, 1263
4, 480.0, 1322
5, 500.0, 937
6, 1340.0, 1080
7, 580.0, 1299
8, 790.0, 1152
9, 3160.0, 1400
10, 2250.0, 1239
11, 1540.0, 1119
12, 1030.0, 1142
13, 660.0, 1016
14, 1190.0, 883
15, 440.0, 723
16, 1870.0, 1234
17, 2290.0, 1353
18, 2050.0, 974
19, 1720.0, 958
20, 1360.0, 1108
21, 400.0, 894
22, 2310.0, 1736
23, 2110.0, 1326
24, 1390.0, 1005
25, 400.0, 1636
26, 560.0, 876
27, 1570.0, 1411
28, 2410.0, 1303
29, 2160.0, 1148
30, 480.0, 836
31, 1890.0, 1087
32, 440.0, 1278
33, 480.0, 1012
34, 1760.0, 1327
35, 3830.0, 1830
36, 2490.0, 1190
37, 660.0, 1070
38, 3920.0, 1651
39, 2160.0, 1264
40, 560.0, 1493
41, 620.0, 1933
42, 2590.0, 1386
43, 1020.0, 1031
44, 620.0, 1437
45, 860.0, 1485
46, 340.0, 749
47, 920.0, 1085
48, 1440.0, 1399
49, 900.0, 944
50, 640.0, 1151
51, 480.0, 772
52, 880.0, 1546
53, 500.0, 718
54, 380.0, 1039
55, 1090.0, 1380
56, 1330.0, 1913
57, 2110.0, 1450
58, 1860.0, 1325
59, 500.0, 778
60, 2670.0, 1285
61, 1760.0, 1460
62, 1700.0, 1197
63, 2500.0, 1754
64, 2430.0, 1294
65, 640.0, 1302
66, 1630.0, 1033
67, 2230.0, 1616
68, 680.0, 952
69, 1880.0, 1245
70, 380.0, 755
71, 1300.0, 889
72, 620.0, 968
73, 2040.0, 1130
74, 400.0, 797
75, 560.0, 1178
76, 1960.0, 1353
77, 480.0, 1159
78, 1400.0, 1106
79, 2940.0, 1513
80, 2030.0, 1357
81, 1340.0, 1261
82, 1030.0, 1198
83, 1410.0, 1145
84, 2380.0, 2939
85, 440.0, 726
86, 400.0, 827
87, 1050.0, 1324
88, 1460.0, 1039
89, 800.0, 982
90, 1380.0, 996
91, 700.0, 1096
92, 500.0, 4999
93, 240.0, 940
94, 2030.0, 1193
95, 1110.0, 1288
96, 1930.0, 1618
97, 1790.0, 1105
98, 1010.0, 950
99, 500.0, 1031
