0, 1870.0, 1372
1, 420.0, 1250
2, 320.0, 1123
3, 1940.0, 1403
4, 1490.0, 4999
5, 1780.0, 1155
6, 1820.0, 1048
7, 2480.0, 1344
8, 1170.0, 1090
9, 970.0, 1104
10, 3750.0, 1372
11, 600.0, 1254
12, 3150.0, 1217
13, 2160.0, 4100
14, 1160.0, 1347
15, 2780.0, 1381
16, 3020.0, 1542
17, 560.0, 1468
18, 1760.0, 3516
19, 1810.0, 2409
20, 4280.0, 1752
21, 3690.0, 1974
22, 2650.0, 1139
23, 560.0, 2595
24, 2840.0, 2500
25, 200.0, 724
26, 480.0, 1370
27, 2410.0, 1266
28, 3080.0, 1456
29, 420.0, 1263
30, 1850.0, 1395
31, 2030.0, 2187
32, 1220.0, 1460
33, 340.0, 1545
34, 580.0, 1490
35, 200.0, 959
36, 2820.0, 1620
37, 3590.0, 2088
38, 3540.0, 1137
39, 2610.0, 1250
40, 2120.0, 1334
41, 1660.0, 2000
42, 2880.0, 1610
43, 1950.0, 1434
44, 2150.0, 1764
45, 2010.0, 1199
46, 1420.0, 1559
47, 1800.0, 2410
48, 200.0, 876
49, 2700.0, 2696
50, 1370.0, 1160
51, 1750.0, 1073
52, 500.0, 1550
53, 870.0, 1863
54, 560.0, 1075
55, 1630.0, 1994
56, 660.0, 1927
57, 1250.0, 2377
58, 2000.0, 3355
59, 600.0, 2073
60, 1390.0, 1395
61, 420.0, 1288
62, 2130.0, 1190
63, 1690.0, 1186
64, 400.0, 4999
65, 440.0, 1849
66, 1890.0, 1263
67, 660.0, 1306
68, 3820.0, 1777
69, 740.0, 4999
70, 1350.0, 1775
71, 4130.0, 4180
72, 1460.0, 1434
73, 1560.0, 1214
74, 1950.0, 1499
75, 380.0, 827
76, 1850.0, 1220
77, 1750.0, 1470
78, 1960.0, 2011
79, 480.0, 1015
80, 200.0, 1393
81, 890.0, 1189
82, 200.0, 1067
83, 420.0, 4999
84, 1470.0, 1268
85, 2160.0, 1133
86, 3780.0, 2190
87, 4180.0, 4999
88, 1550.0, 1939
89, 2290.0, 1401
90, 1400.0, 2924
91, 990.0, 2876
92, 2070.0, 1318
93, 420.0, 4999
94, 200.0, 748
95, 4620.0, 1682
96, 2790.0, 1528
97, 1820.0, 4479
98, 4390.0, 2880
99, 3690.0, 1541
