0, 200.0, 1348
1, 500.0, 903
2, 1500.0, 1993
3, 2380.0, 1314
4, 140.0, 1230
5, 1610.0, 1225
6, 600.0, 2173
7, 2320.0, 1267
8, 620.0, 1821
9, 2590.0, 4403
10, 2040.0, 1529
11, 620.0, 938
12, 2190.0, 1149
13, 4850.0, 1689
14, 440.0, 1142
15, 2220.0, 1026
16, 1110.0, 1310
17, 1040.0, 1365
18, 2120.0, 1318
19, 520.0, 1780
20, 1850.0, 2848
21, 1240.0, 1558
22, 4660.0, 1397
23, 1180.0, 1556
24, 1500.0, 919
25, 2090.0, 1496
26, 220.0, 969
27, 1130.0, 1085
28, 540.0, 1572
29, 3170.0, 1558
30, 540.0, 1606
31, 4260.0, 1442
32, 1510.0, 1331
33, 440.0, 1028
34, 460.0, 2227
35, 1150.0, 1502
36, 980.0, 1425
37, 2010.0, 1098
38, 2070.0, 2191
39, 2010.0, 1551
40, 3620.0, 1277
41, 1390.0, 1161
42, 1750.0, 1673
43, 3080.0, 1232
44, 400.0, 1006
45, 2700.0, 1730
46, 320.0, 1204
47, 1620.0, 1372
48, 3040.0, 2670
49, 2700.0, 1282
50, 560.0, 2732
51, 460.0, 1347
52, 2060.0, 1453
53, 700.0, 914
54, 3930.0, 1761
55, 2890.0, 1646
56, 2100.0, 1099
57, 2280.0, 1961
58, 5030.0, 4999
59, 3610.0, 2587
60, 960.0, 1762
61, 500.0, 1342
62, 440.0, 1213
63, 3030.0, 1946
64, 1170.0, 1537
65, 380.0, 677
66, 1150.0, 2485
67, 2300.0, 1227
68, 920.0, 1503
69, 2030.0, 1188
70, 1080.0, 1808
71, 3100.0, 2140
72, 1150.0, 1088
73, 560.0, 1153
74, 3190.0, 1296
75, 2170.0, 1489
76, 3380.0, 1280
77, 1610.0, 1115
78, 1640.0, 1167
79, 1420.0, 1744
80, 3140.0, 3636
81, 1900.0, 1339
82, 480.0, 4999
83, 1760.0, 1886
84, 1970.0, 1166
85, 1720.0, 1168
86, 2050.0, 1733
87, 1820.0, 1221
88, 1960.0, 1128
89, 480.0, 1395
90, 2460.0, 1695
91, 2670.0, 3060
92, 1040.0, 2041
93, 4220.0, 1274
94, 3170.0, 1413
95, 2380.0, 1443
96, 1510.0, 4109
97, 1730.0, 1260
98, 1850.0, 968
99, 2740.0, 1537
